timestamp,value
2026-03-14T17:30:00Z,0.851
2026-03-14T17:15:00Z,0.851
2026-03-14T17:00:00Z,0.852
2026-03-14T16:45:00Z,0.853
2026-03-14T16:30:00Z,0.855
2026-03-14T16:15:00Z,0.859
2026-03-14T16:00:00Z,0.859
2026-03-14T15:45:00Z,0.859
2026-03-14T15:30:00Z,0.858
2026-03-14T15:15:00Z,0.861
2026-03-14T15:00:00Z,0.863
2026-03-14T14:45:00Z,0.862
2026-03-14T14:30:00Z,0.866
2026-03-14T14:15:00Z,0.868
2026-03-14T14:00:00Z,0.869
2026-03-14T13:45:00Z,0.869
2026-03-14T13:30:00Z,0.869
2026-03-14T13:15:00Z,0.873
2026-03-14T13:00:00Z,0.872
2026-03-14T12:45:00Z,0.875
2026-03-14T12:30:00Z,0.874
2026-03-14T12:15:00Z,0.875
2026-03-14T12:00:00Z,0.877
2026-03-14T11:45:00Z,0.878
2026-03-14T11:30:00Z,0.88
2026-03-14T11:15:00Z,0.881
2026-03-14T11:00:00Z,0.884
2026-03-14T10:45:00Z,0.884
2026-03-14T10:30:00Z,0.885
2026-03-14T10:15:00Z,0.888
2026-03-14T10:00:00Z,0.888
2026-03-14T09:45:00Z,0.89
2026-03-14T09:30:00Z,0.894
2026-03-14T09:15:00Z,0.893
2026-03-14T09:00:00Z,0.896
2026-03-14T08:45:00Z,0.897
2026-03-14T08:30:00Z,0.897
2026-03-14T08:15:00Z,0.9
2026-03-14T08:00:00Z,0.899
2026-03-14T07:45:00Z,0.901
2026-03-14T07:30:00Z,0.904
2026-03-14T07:15:00Z,0.905
2026-03-14T07:00:00Z,0.908
2026-03-14T06:45:00Z,0.908
2026-03-14T06:30:00Z,0.912
2026-03-14T06:15:00Z,0.912
2026-03-14T06:00:00Z,0.912
2026-03-14T05:45:00Z,0.915
2026-03-14T05:30:00Z,0.918
2026-03-14T05:15:00Z,0.92
2026-03-14T05:00:00Z,0.923
2026-03-14T04:45:00Z,0.926
2026-03-14T04:30:00Z,0.926
2026-03-14T04:15:00Z,0.928
2026-03-14T04:00:00Z,0.928
2026-03-14T03:45:00Z,0.932
2026-03-14T03:30:00Z,0.934
2026-03-14T03:15:00Z,0.935
2026-03-14T03:00:00Z,0.939
2026-03-14T02:45:00Z,0.942
2026-03-14T02:30:00Z,0.944
2026-03-14T02:15:00Z,0.947
2026-03-14T02:00:00Z,0.949
2026-03-14T01:45:00Z,0.95
2026-03-14T01:30:00Z,0.955
2026-03-14T01:15:00Z,0.958
2026-03-14T01:00:00Z,0.957
2026-03-14T00:45:00Z,0.962
2026-03-14T00:30:00Z,0.965
2026-03-14T00:15:00Z,0.966
2026-03-14T00:00:00Z,0.971
2026-03-13T23:45:00Z,0.972
2026-03-13T23:30:00Z,0.973
2026-03-13T23:15:00Z,0.978
2026-03-13T23:00:00Z,0.979
2026-03-13T22:45:00Z,0.983
2026-03-13T22:30:00Z,0.984
2026-03-13T22:15:00Z,0.987
2026-03-13T22:00:00Z,0.991
2026-03-13T21:45:00Z,0.99
2026-03-13T21:30:00Z,0.993
2026-03-13T21:15:00Z,0.993
2026-03-13T21:00:00Z,0.999
2026-03-13T20:45:00Z,0.999
2026-03-13T20:30:00Z,1.0
2026-03-13T20:15:00Z,1.003
2026-03-13T20:00:00Z,1.007
2026-03-13T19:45:00Z,1.009
2026-03-13T19:30:00Z,1.009
2026-03-13T19:15:00Z,1.01
2026-03-13T19:00:00Z,1.014
2026-03-13T18:45:00Z,1.017
2026-03-13T18:30:00Z,1.015
2026-03-13T18:15:00Z,1.023
2026-03-13T18:00:00Z,1.022
2026-03-13T17:45:00Z,1.025
2026-03-13T17:30:00Z,1.026
2026-03-13T17:15:00Z,1.03
2026-03-13T17:00:00Z,1.034
2026-03-13T16:45:00Z,1.037
2026-03-13T16:30:00Z,1.04
2026-03-13T16:15:00Z,1.042
2026-03-13T16:00:00Z,1.044
2026-03-13T15:45:00Z,1.052
2026-03-13T15:30:00Z,1.054
2026-03-13T15:15:00Z,1.06
2026-03-13T15:00:00Z,1.067
2026-03-13T14:45:00Z,1.067
2026-03-13T14:30:00Z,1.072
2026-03-13T14:15:00Z,1.075
2026-03-13T14:00:00Z,1.08
2026-03-13T13:45:00Z,1.088
2026-03-13T13:30:00Z,1.089
2026-03-13T13:15:00Z,1.094
2026-03-13T13:00:00Z,1.101
2026-03-13T12:45:00Z,1.108
2026-03-13T12:30:00Z,1.117
2026-03-13T12:15:00Z,1.124
2026-03-13T12:00:00Z,1.125
2026-03-13T11:45:00Z,1.134
2026-03-13T11:30:00Z,1.141
2026-03-13T11:15:00Z,1.149
2026-03-13T11:00:00Z,1.153
2026-03-13T10:45:00Z,1.164
2026-03-13T10:30:00Z,1.169
2026-03-13T10:15:00Z,1.18
2026-03-13T10:00:00Z,1.185
2026-03-13T09:45:00Z,1.197
2026-03-13T09:30:00Z,1.207
2026-03-13T09:15:00Z,1.216
2026-03-13T09:00:00Z,1.226
2026-03-13T08:45:00Z,1.236
2026-03-13T08:30:00Z,1.251
2026-03-13T08:15:00Z,1.261
2026-03-13T08:00:00Z,1.275
2026-03-13T07:45:00Z,1.291
2026-03-13T07:30:00Z,1.295
2026-03-13T07:15:00Z,1.31
2026-03-13T07:00:00Z,1.322
2026-03-13T06:45:00Z,1.335
2026-03-13T06:30:00Z,1.34
2026-03-13T06:15:00Z,1.358
2026-03-13T06:00:00Z,1.366
2026-03-13T05:45:00Z,1.375
2026-03-13T05:30:00Z,1.391
2026-03-13T05:15:00Z,1.394
2026-03-13T05:00:00Z,1.405
2026-03-13T04:45:00Z,1.41
2026-03-13T04:30:00Z,1.414
2026-03-13T04:15:00Z,1.423
2026-03-13T04:00:00Z,1.423
2026-03-13T03:45:00Z,1.421
2026-03-13T03:30:00Z,1.423
2026-03-13T03:15:00Z,1.422
2026-03-13T03:00:00Z,1.423
2026-03-13T02:45:00Z,1.411
2026-03-13T02:30:00Z,1.41
2026-03-13T02:15:00Z,1.404
2026-03-13T02:00:00Z,1.404
2026-03-13T01:45:00Z,1.398
2026-03-13T01:30:00Z,1.394
2026-03-13T01:15:00Z,1.393
2026-03-13T01:00:00Z,1.386
2026-03-13T00:45:00Z,1.386
2026-03-13T00:30:00Z,1.384
2026-03-13T00:15:00Z,1.377
2026-03-13T00:00:00Z,1.376
2026-03-12T23:45:00Z,1.372
2026-03-12T23:30:00Z,1.364
2026-03-12T23:15:00Z,1.364
2026-03-12T23:00:00Z,1.366
2026-03-12T22:45:00Z,1.364
2026-03-12T22:30:00Z,1.366
2026-03-12T22:15:00Z,1.366
2026-03-12T22:00:00Z,1.356
2026-03-12T21:45:00Z,1.356
2026-03-12T21:30:00Z,1.346
2026-03-12T21:15:00Z,1.337
2026-03-12T21:00:00Z,1.329
2026-03-12T20:45:00Z,1.314
2026-03-12T20:30:00Z,1.296
2026-03-12T20:15:00Z,1.288
2026-03-12T20:00:00Z,1.269
2026-03-12T19:45:00Z,1.258
2026-03-12T19:30:00Z,1.244
2026-03-12T19:15:00Z,1.233
2026-03-12T19:00:00Z,1.22
2026-03-12T18:45:00Z,1.207
2026-03-12T18:30:00Z,1.192
2026-03-12T18:15:00Z,1.171
2026-03-12T18:00:00Z,1.144
2026-03-12T17:45:00Z,1.114
2026-03-12T17:30:00Z,1.078
2026-03-12T17:15:00Z,1.031
2026-03-12T17:00:00Z,0.991
2026-03-12T16:45:00Z,0.947
2026-03-12T16:30:00Z,0.897
2026-03-12T16:15:00Z,0.855
2026-03-12T16:00:00Z,0.828
2026-03-12T15:45:00Z,0.802
2026-03-12T15:30:00Z,0.78
2026-03-12T15:15:00Z,0.764
2026-03-12T15:00:00Z,0.747
2026-03-12T14:45:00Z,0.736
2026-03-12T14:30:00Z,0.731
2026-03-12T14:15:00Z,0.728
2026-03-12T14:00:00Z,0.712
2026-03-12T13:45:00Z,0.732
2026-03-12T13:30:00Z,0.727
2026-03-12T13:15:00Z,0.717
2026-03-12T13:00:00Z,0.71
2026-03-12T12:45:00Z,0.703
2026-03-12T12:30:00Z,0.702
2026-03-12T12:15:00Z,0.706
2026-03-12T12:00:00Z,0.705
2026-03-12T11:45:00Z,0.691
2026-03-12T11:30:00Z,0.676
2026-03-12T11:15:00Z,0.661
2026-03-12T11:00:00Z,0.657
